restaurantsName,restaurantType,location,src,rating,reviews,url,description,quickFacts,businessHours
Namaste,"NEPALI, INDIAN","6138 Rose Hill Drive, Alexandria, VA",https://www.zabihah.com/img/photos/150718_logo.jpg,NR,0,https://www.zabihah.com/biz/Alexandria/Namaste/pCSNU6opiG,"Namaste is a great place to eat, combining an intriguing atmosphere with excellent, interesting food. The mission is not only to have great tasting food, but have efficient and friendly service because customer satisfaction is paramount. ","(703) 822-0408 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | null | Parking available",11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p | 11:30a-10:00p
Café Grains,"COFFEEHOUSE, AMERICAN, INDIAN","514 South Van Dorn Street, Alexandria, VA",https://www.zabihah.com/img/photos/151802_logo.jpg,NR,0,https://www.zabihah.com/biz/Alexandria/Cafe-Grains/bCBuHy7GQH,,"(571) 268-8197 | Full halal menu | Alcohol-free | $$$ out of $$$$ | Cash , VISA , MasterCard , American Express - accepted | Available to-go | null | Parking available",9:00a-9:00p | 9:00a-9:00p | 9:00a-9:00p | 9:00a-9:00p | 9:00a-9:00p | 9:00a-9:00p | 9:00a-9:00p
Wing Zone,AMERICAN,"8634 Richmond Highway, Alexandria, VA",https://www.zabihah.com/img/photos/163604_logo.jpg,4,1,https://www.zabihah.com/biz/Alexandria/Wing-Zone/MhfJR4wrpj,"Wing Zone is all about unique and unforgettable flavor! Wing Zone offers a full menu of fresh made-to-order fare that engages the senses with Amazing Flavor! Because only Wing Zone Flavor FuZes its entire menu of wings, original and boneless, burgers, signature sandwiches, hand-breaded tenders, and more with award-winning flavor and delivers it right to the customer’s door. ","(703) 780-0100 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | null | Parking available",11:30a-11:00p | 11:30a-11:00p | 11:30a-11:00p | 11:30a-11:00p | 11:30a-11:00p | 11:30a-11:00p | 11:30a-11:00p
Huqqa Lounge,TURKISH,"2828 Fallfax Drive, Idylwood, VA",https://www.zabihah.com/img/photos/163642_logo.jpg,NR,0,https://www.zabihah.com/biz/Idylwood/Huqqa-Lounge/OxTN4NvpL6,"Huqqa Lounge offers the best tea, hookah and Turkish food in the area. ","(703) 439-2222 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , Debit Card - accepted | Available to-go | Delivery available ",9:00a-1:00a | 11:00a-1:00a | 11:00a-1:00a | 11:00a-1:00a | 11:00a-1:00a | 11:00a-3:00a | 9:00a-3:00a
AJ's Pizza Cheesesteak,"ITALIAN, AMERICAN","5418 Duke Street, Alexandria, VA",https://www.zabihah.com/img/photos/163844_logo.jpg,NR,0,https://www.zabihah.com/biz/Alexandria/AJs-Pizza-Cheesesteak/2hnL89F8HY,"Halal fast food restaurant. We are a new addition to the Alexandria neighborhood, and we love our community. Our mission is to welcome you and you family to our community, with the best Philly's &amp; Pizza's in town. We would love to share our food and our experience with you. Join us for a meal here or in your home. We are located at 5418 Duke Street, Alexandria VA, 22304, and we are cooking up your new cravings. We serve the finest ingredients and freshest meals. From pizza's, to burgers, Philly cheesesteaks, salads, wings, hot subs, and calzones. ","(703) 370-1970 | Full halal menu | null | $$ out of $$$$ | Cash , VISA , MasterCard - accepted | Available to-go | null | Parking available",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
9 Pad Thai,THAI,"7022 Commerce Street, Springfield, VA",https://www.zabihah.com/img/photos/164802_logo.jpg,NR,0,https://www.zabihah.com/biz/Springfield/9-Pad-Thai/GfsBQRFwdI,Thai noodles and curries. ,"(703) 866-1396 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | Delivery available | Parking available ",11:00a-9:00p | 11:00a-12:00a | 11:00a-12:00a | 11:00a-12:00a | 11:00a-12:00a | 11:00a-12:00a | 11:00a-12:00a
Pines of Florence,ITALIAN,"2109 North Pollard Street, Arlington, VA",https://www.zabihah.com/img/photos/164955_logo.jpg,NR,0,https://www.zabihah.com/biz/Arlington/Pines-of-Florence/2fAEjUXOVK,"Northern and Southern Italian Cuisine with Halal options. Beloved and Arlington classic Pines of Florence is returning to serve you. With over 35 years of experience cooking the finest Italian Cuisine, our chef is excited to present their vision to you and all our guests. Our caring and committed staff make sure you have a fantastic experience with us. ","(703) 566-0456 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | Delivery available ",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Akivva Grill,"TURKISH, MEDITERRANEAN","2921 South Glebe Road, Arlington, VA",https://www.zabihah.com/img/photos/165414_logo.jpg,NR,0,https://www.zabihah.com/biz/Arlington/Akivva-Grill/GV0FhkgK2w,"Fast Casual Mediterranean, Turkish Restaurant. ","(703) 888-2185 | Full halal menu | Alcohol-free | $ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | Delivery available",11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p
Kazan,TURKISH,"6813 Redmond Drive, McLean, VA",https://www.zabihah.com/img/photo_zabihah.png,3.8,4,https://www.zabihah.com/biz/McLean/Kazan/K0KcxmRSz5,"Upscale Turkish restaurant with plenty of room. Has room for private parties too.Since opening its doors in 1980, Kazan has become a Washington institution and is deeply rooted in the McLean, VA community. Still in its original location, Kazan underwent a major renovation in 1999. One thing that has not changed is the family atmosphere, emphasis on the freshest and finest ingredients, and friendly service. ",(703) 734-1960 | Full halal menu | Alcohol served | $$$ out of $$$$ | Cash - accepted | Available to-go | null | Parking available,11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Mediterranean Bakery,MIDDLE EASTERN,"352 South Pickett Street, Alexandria, VA",https://www.zabihah.com/img/photo_zabihah.png,3.7,6,https://www.zabihah.com/biz/Alexandria/Mediterranean-Bakery-amp-Cafe/jWRFNDaRFc,,(703) 751-1702 | Partial halal menu | Alcohol-free | $ out of $$$$ | Cash - accepted | Available to-go | null | Parking available,11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Flame Kabob (II),AFGHAN,"6328 Springfield Plaza, Springfield, VA",https://www.zabihah.com/img/photos/915.jpg,3.5,13,https://www.zabihah.com/biz/Springfield/Flame-Kabob-II/4LWNKCfRTG,"Serves kabobs, sandwiches, salads, gyros, fish, falafel and kabob salad. Other outlets in Fairfax and Leesburg. ",(703) 569-4006 | null | null | $ out of $$$$ | Cash - accepted | Available to-go | Delivery available,11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Trio Café & Restaurant,MIDDLE EASTERN,"3818-E South George Mason Drive, Falls Church, VA",https://www.zabihah.com/img/photo_zabihah.png,3,1,https://www.zabihah.com/biz/Falls-Church/Trio-Cafe-amp-Restaurant/aUrSK9sYWu,,(703) 820-2262 | null | null | $$ out of $$$$ | Cash - accepted,11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Pizza Pit,ITALIAN,"3823-F South George Mason Drive, Falls Church, VA",https://www.zabihah.com/img/photo_zabihah.png,3,1,https://www.zabihah.com/biz/Falls-Church/Pizza-Pit/XbSWYMaY6x,Owner confirms that only halal meat is used. ,(703) 820-4400 | Full halal menu | Alcohol-free | $ out of $$$$ | Cash - accepted | Available to-go ,1:00p-9:00p | 1:00p-9:00p | 1:00p-9:00p | 1:00p-9:00p | 1:00p-9:00p | 1:00p-9:00p | 1:00p-9:00p
Niralla,PAKISTANI,"7038 Spring Garden Drive, Springfield, VA",https://www.zabihah.com/img/photo_zabihah.png,3,5,https://www.zabihah.com/biz/Springfield/Niralla/S6N9fYKgV7,"Buffet for $6.99, sweets available as well. ","(703) 923-9460 | Full halal menu | null | $$ out of $$$$ | Cash , VISA , Debit Card - accepted | Available to-go | null | Parking available",9:00a-10:00p | 9:00a-10:00p | 9:00a-10:00p | 9:00a-10:00p | 9:00a-10:00p | 9:00a-10:00p | 9:00a-10:00p
Zikrayet,LEBANESE,"2006 Eisenhower Avenue, Alexandria, VA",https://www.zabihah.com/img/photos/33828_logo.jpg,2.8,4,https://www.zabihah.com/biz/Alexandria/Zikrayet/mjtCu8u1jX,"A restaurant and lounge experience like none other, Zikrayet offers a unique approach to Lebanese dining – guests can enjoy delicious Lebanese cuisine and fresh fruit hookah while listening to the best DJs and Live bands in the city. Located at 2006 Eisenhower Avenue, Alexandria Virginia, our 200 seat dining room and non-smoking section and 75 seat covered outdoor patio and lounge beckon for lunch, dinner, drinks, private parties or casual gatherings with friends. ","(703) 838-2008 | Full halal menu | Alcohol served | $$$ out of $$$$ | Cash , VISA , MasterCard , American Express - accepted | Available to-go | null | Parking available",11:00a-1:00a | 11:00a-1:00a | 11:00a-1:00a | 11:00a-1:00a | 11:00a-1:00a | 11:00a-1:00a | 11:00a-1:00a
Z Kabob,"BANGLADESHI, PAKISTANI, INDIAN","3531 South Jefferson Street, Falls Church, VA",https://www.zabihah.com/img/photos/26252.jpg,2.3,3,https://www.zabihah.com/biz/Falls-Church/Z-Kabob/x0qKYpZFox,"The staff and management of Z-Kabob welcome you to our innovative first class South east asian fution. As our regular customers have probably noticed, we have just completed a major refurbishment will improve our already excellent food and service. We serve a large part of Washington Metro areas. We pride ourselves on having gained an excellent reputation for good food and service over the years. We have introduced Indian-Pakistan-Bangladeshi dishes which have been very popular and successful. We are now introducing many new dishes to our already extensive menu range. ",(703) 820-6735 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash - accepted | Available to-go,11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Al Ryan ,MEDITERRANEAN,"817 Main Street, Lynchburg, VA",https://www.zabihah.com/img/photos/49234_logo.jpg,4.5,2,https://www.zabihah.com/biz/Lynchburg/Al-Ryan-/iTZx7QU1rk,Al Ryan proudly serves authentic Mediterranean cuisine featuring only halal meats. ,(434) 907-9528 | Full halal menu | null |$$ out of $$$$ | Cash - accepted | Available to-go | null | Parking available,10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p
Afghan Grand Market,AFGHAN,"323 West Main Street, Charlottesville, VA",https://www.zabihah.com/img/photo_zabihah.png,4,2,https://www.zabihah.com/biz/Charlottesville/Afghan-Grand-Market/iI9VN7b361,"Carries halal meats fresh and a variety of frozen halal items as well groceries. The Grand Market is a unique store for groceries and much more - run by a lovely Afghan family. It's a little like entering another world - especially for Cville, with a wide selection of nuts, berries, teas, yoghurts, pastries from the Middle and Near East. Just across from the Greyhound station, on Main Street. ","(434) 245-4012 | Full halal menu | Alcohol-free | $ out of $$$$ | Cash , VISA , MasterCard - accepted | null | null | Parking available",9:00a-9:00p | 9:00a-9:00p | 9:00a-9:00p | 9:00a-9:00p | 9:00a-9:00p | 9:00a-9:00p | 9:00a-9:00p
Green Valley Halal Meat,MIDDLE EASTERN,"2193 South Main Street, Harrisonburg, VA",https://www.zabihah.com/img/photos/27890.jpg,NR,0,https://www.zabihah.com/biz/Harrisonburg/Green-Valley-Halal-Meat/egzxvyY3kO,Restaurant with fresh Halal meat available as well. ,"(540) 638-3950 | Full halal menu | Alcohol-free | $ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | null | null | Parking available",9:00a-8:00p | 9:00a-8:00p | 9:00a-8:00p | 9:00a-8:00p | 9:00a-8:00p | 9:00a-8:00p | 9:00a-8:00p
Roma Pizza,ITALIAN,"1407 North Main Street, Blacksburg, VA",https://www.zabihah.com/img/photos/138240_logo.jpg,NR,0,https://www.zabihah.com/biz/Blacksburg/Roma-Pizza/fYti39UlmM,,"(540) 552-3800 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | null | Parking available",11:00a-3:00a | 11:00a-3:00a | 11:00a-3:00a | 11:00a-3:00a | 11:00a-3:00a | 11:00a-3:00a | 11:00a-3:00a
The Original Philly Grill,AMERICAN,"1201 Campbell Avenue, Lynchburg, VA",https://www.zabihah.com/img/photos/139721.jpg,NR,0,https://www.zabihah.com/biz/Lynchburg/The-Original-Philly-Grill/dcgRuDYTTl,"T.O.P.G's is a food truck that has the taste of Philadelphia Cheese and Hoagies in Lynchburg Virginia . If you are looking for the best Cheese Steaks and Hoagies in town, come see us. Philadelphia Cheese Steaks, Chicken Cheese Steaks, Broccoli and Beef or Chicken Cheese Steaks, Turkey Hoagie, Pastrami Hoagies, Turkey Ham Hoagies, Lamb Gyros, and Hot Dogs. ",(434) 665-2842 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash - accepted | Available to-go,11:00a-7:00p | 11:00a-7:00p | 11:00a-7:00p | 11:00a-7:00p | 11:00a-7:00p | 11:00a-7:00p | 11:00a-7:00p
Taste of India,INDIAN,"201 South East Street, Culpeper, VA",https://www.zabihah.com/img/photos/141244_logo.jpg,4,1,https://www.zabihah.com/biz/Culpeper/Taste-of-India/uFOGY8S0HN,"Taste of India welcomes you to taste our exotic flavors of authentic Indian cuisine, with a few delicacies from North and South India. The exotic flavors are those special spices imported from India. India’s cuisine is a combination of subtle tastes where the flavors are as varied as India’s climate and as exotic as India’s people. ","(540) 764-4647 | Full halal menu | null |$$ out of $$$$ | Cash , VISA , MasterCard , American Express , Discover - accepted | Available to-go | null | Parking available",11:00a-9:30p | OPEN 24 HRS | OPEN 24 HRS | OPEN 24 HRS | OPEN 24 HRS | OPEN 24 HRS | OPEN 24 HRS
Italiano's Pizza,ITALIAN,"610 North Main Street, Blacksburg, VA",https://www.zabihah.com/img/photos/142583_logo.jpg,NR,0,https://www.zabihah.com/biz/Blacksburg/Italianos-Pizza/GMERJBSVkD,"Pizza, gyro, lamb over rice etc. Italiano's of Blacksburg is now open! We are different than your average pizza shop, we are offering all of your favorites - halal! ","(540) 961-5000 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | null | null | Parking available",11:00a-3:30a | 11:00a-3:30a | 11:00a-3:30a | 11:00a-3:30a | 11:00a-3:30a | 11:00a-3:30a | 11:00a-3:30a
Burger Bach,AMERICAN,"2050 Bond Street, Charlottesville, VA",https://www.zabihah.com/img/photos/143747_logo.jpg,NR,0,https://www.zabihah.com/biz/Charlottesville/Burger-Bach/ja7dnlq7Je,"Burger Bach (pronounced batch) is a New Zealand inspired gastronomical public house, or 'gastro pub.' Our specialty is gourmet burgers, so we traveled extensively in search of the best tasting and most humanely raised beef. Our quest led us to New Zealand, where we met the farmers of Silver Fern Farms, saw the farms and mingled with the animals. There, our Angus steers and our lamb are sustain-ably raised on plentiful natural grasses, under beautiful blue skies, and treated with the kindest and gentlest care. The fowl in our other significant burgers is free to roam with no added hormones, antibiotics or steroids and the fish is caught in the wild - not artificially 'farm raised.' New Zealand's conscientious treatment of its natural resources and laid back lifestyle inspired us to use the settings of a 'bach,' or vacation home, in which to entertain you with a unique and guilt-free dining experience. ","(434) 328-2812 | Partial halal menu | Alcohol served | $$ out of $$$$ | Cash , VISA - accepted | Available to-go | null | Parking available",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Summit Restaurant,"INDIAN, MEDITERRANEAN, AMERICAN","95 College Street, Christiansburg, VA",https://www.zabihah.com/img/photos/146175_logo.jpg,NR,0,https://www.zabihah.com/biz/Christiansburg/Summit-Restaurant/l1x52S0eBZ,"Executive Chef Abdul H. Sharaki has over 25 years experience. Each plate prepared is done with utmost care. Ingredients are carefully picked and prepared specially for you. Every plate has a unique story. The menu is eclectic as evident by the varied cuisine: Mediterranean, Italian, Indian, and Continental. But the tastes and presentation of all of the seafood, beef, and fowl dishes are consistent and memorable. ","(540) 382-7218 | Partial halal menu | Alcohol served | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | null | null|  Parking available",5:00p-10:00p | CLOSE | 5:00p-10:00p | 5:00p-10:00p | 5:00p-10:00p | 5:00p-10:00p | 5:00p-10:00p
Taste of India,INDIAN,"498 University Blvd., Harrisonburg, VA",https://www.zabihah.com/img/photo_zabihah.png,NR,0,https://www.zabihah.com/biz/Harrisonburg/Taste-of-India/7CcQIGB92a,"We welcome you to Taste of India, an authentic Indian restaurant in beautiful town Harrisonburg. ","(540) 433-3320 | Partial halal menu | Alcohol served | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Black Salt Kitchen,"AMERICAN, MEXICAN","610 North Main Street, Suite A, Blacksburg, VA",https://www.zabihah.com/img/photos/150264_logo.jpg,NR,0,https://www.zabihah.com/biz/Blacksburg/Black-Salt-Kitchen/dAs9rmL9H7,Black Salt Kitchen is an American styled burger joint which also serves tacos and shakes. ,(540) 418-4112 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash - accepted | Available to-go | Delivery available | Parking available,11:00a-10:30p | 11:00a-10:30p | 11:00a-10:30p | 11:00a-10:30p | 11:00a-10:30p | 11:00a-10:30p | 11:00a-10:30p
Mezeh Mediterranean Grill,"MEDITERRANEAN, MIDDLE EASTERN","616 University City Blvd., Blacksburg, VA",https://www.zabihah.com/img/photos/chain_374.jpg,NR,0,https://www.zabihah.com/biz/Blacksburg/Mezeh-Mediterranean-Grill/K0sfgQfUqC,"Fresh. Bold. Natural. Mezeh provides a Mediterranean dining experience like no one else! All of our delicious toppings and proteins are prepared fresh daily, along with our refreshing house drinks that are made from fresh, local seasonal fruits and vegetables! ","(540) 298-6339 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , Debit Card - accepted | Available to-go | null | Parking available",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
AbraKebabra,MIDDLE EASTERN,"1501 South Colorado Street, Salem, VA",https://www.zabihah.com/img/photos/133022.jpg,3.5,2,https://www.zabihah.com/biz/Salem/AbraKebabra/w8balbhY1e,"Sandwiches, gyro, chicken and lamb, falafel. ","(540) 389-0383 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | null | Parking available",11:00a-4:00p | 11:00a-6:30p | 11:00a-6:30p | 11:00a-6:30p | 11:00a-6:30p | 11:00a-6:30p | 11:00a-10:00p
Crown Fried Chicken,AMERICAN,"4101 Melrose Avenue NW, Roanoke, VA",https://www.zabihah.com/img/photos/chain_106.jpg,3.3,3,https://www.zabihah.com/biz/Roanoke/Crown-Fried-Chicken/59JJiqBIZO,"Crown Fried Chicken offers halal fried chicken, chicken tenders, chicken sandwiches, Philly steak, chicken cheese steak, and many more halal items. ","(540) 400-8196 | Full halal menu | Alcohol-free | $ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go",11:00a-7:00p | 11:00p-7:00p | 11:00a-7:00p | 11:00a-7:00p | 11:00a-7:00p | 11:00a-7:00p | 11:00a-7:00p
Crown Fried Chicken,AMERICAN,"1600 12th Street, Lynchburg, VA",https://www.zabihah.com/img/photos/chain_106.jpg,1,1,https://www.zabihah.com/biz/Lynchburg/Crown-Fried-Chicken/B662XEDv58,"Crown Fried Chicken offers halal fried chicken, pizza, hamburgers, gyros, and more. ","(434) 528-3856 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard - accepted | Available to-go | null | Parking available",10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p
Burger Bach,AMERICAN,"2225 Old Brick Road, Glen Allen, VA",https://www.zabihah.com/img/photos/chain_424.jpg,5,1,https://www.zabihah.com/biz/Glen-Allen/Burger-Bach/BF8fXBXteK,"Burger Bach (pronounced batch) is a New Zealand inspired gastronomical public house, or 'gastro pub.' Our specialty is gourmet burgers, so we traveled extensively in search of the best tasting and most humanely raised beef. Our quest led us to New Zealand, where we met the farmers of Silver Fern Farms, saw the farms and mingled with the animals. There, our Angus steers and our lamb are sustain-ably raised on plentiful natural grasses, under beautiful blue skies, and treated with the kindest and gentlest care. The fowl in our other significant burgers is free to roam with no added hormones, antibiotics or steroids and the fish is caught in the wild - not artificially 'farm raised.' New Zealand's conscientious treatment of its natural resources and laid back lifestyle inspired us to use the settings of a 'bach,' or vacation home, in which to entertain you with a unique and guilt-free dining experience. ","(804) 716-6748 | Partial halal menu | Alcohol served | $$ out of $$$$ | Cash , VISA - accepted | Available to-go | null | Parking available",OPEN 24 HRS | OPEN 24 HRS | OPEN 24 HRS | OPEN 24 HRS | OPEN 24 HRS | OPEN 24 HRS | OPEN 24 HRS
Chicken Fiesta,"TEX-MEX, MEXICAN, AMERICAN","458 Charles H Dimmock Parkway, Colonial Heights, VA",https://www.zabihah.com/img/photos/146552_logo.jpg,5,1,https://www.zabihah.com/biz/Colonial-Heights/Chicken-Fiesta/YLDmRdiOdH,Richmond's one and only rotisserie chicken and Tex-Mex grill. ,"(804) 431-5210 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | null | Parking available",10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p | 10:00a-10:00p
Shawarma Bistro,MEDITERRANEAN,"12422 Gayton Road, Tuckahoe, VA",https://www.zabihah.com/img/photos/162962_logo.jpg,5,2,https://www.zabihah.com/biz/Tuckahoe/Shawarma-Bistro/gx6r8a7xon,"At Shawarma Bistro you’ll be transported to the beautiful Mediterranean shores. From cultural touches and aesthetics, to our welcoming ambiance and atmosphere, you and your family will feel right at home at our tables. We’ve established a relaxing laid back place welcoming to the whole family where you can relax and let us take care of the hard work and dedication that goes into each and every one of our dishes. Our menu is constantly updated with the freshest of ingredients to be expertly prepared in traditional Mediterranean style. Stop by today and experience a slice of the timeless shores of the Mediterranean, right here in Richmond. ","(804) 525-6156 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | Delivery available | Parking available",11:00a-8:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-10:00p | 11:00a-10:00p
Healthy Mediterranean,LEBANESE,"10101 Brook Road, Glen Allen, VA",https://www.zabihah.com/img/photo_zabihah.png,NR,0,https://www.zabihah.com/biz/Glen-Allen/Healthy-Mediterranean/5JaplFO0IA,"Located in Virginia Center Commons, Food Court, next to Mac's Subs &amp; Wraps. A assortment of healthy Mediterranean food and drinks. ","(804) 266-5000 | Full halal menu | Alcohol-free | $ out of $$$$ | Cash , VISA , MasterCard , American Express , Debit Card - accepted | Available to-go | null | Parking available",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
NY Pizza,AMERICAN,"1420 North Parham Road, Richmond, VA",https://www.zabihah.com/img/photo_zabihah.png,NR,0,https://www.zabihah.com/biz/Richmond/NY-Pizza/Ue4Gq8i10h,"New York style, deep dish and stuffed pizza, wings, pasta, strombolis. Located in Regency Mall's food court. In the mood for authentic New York-style pizza? The wait is over, New York Pizza uses only the finest ingredients. Come taste the difference! ","(804) 657-7376 | Partial halal menu | Alcohol-free | $ out of $$$$ | Cash , VISA , MasterCard - accepted | Available to-go | null | Parking available",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Muncheese,"ITALIAN, AMERICAN","1910 East Washington Street, Petersburg, VA",https://www.zabihah.com/img/photos/139539_logo.jpg,NR,0,https://www.zabihah.com/biz/Petersburg/Muncheese/bD5KqmQ4PN,"Pizza subs, &amp; wings. ","(804) 277-5775 | Partial halal menu | Alcohol-free | $$ out of $$$$ | Cash , VISA , MasterCard , American Express , Debit Card - accepted | Available to-go | null | Parking available",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
Burger Bach,AMERICAN,"101 Heaths Way Road, Midlothian, VA",https://www.zabihah.com/img/photos/chain_424.jpg,NR,0,https://www.zabihah.com/biz/Midlothian/Burger-Bach/MOS9y88zQw,"Burger Bach (pronounced batch) is a New Zealand inspired gastronomical public house, or 'gastro pub.' Our specialty is gourmet burgers, so we traveled extensively in search of the best tasting and most humanely raised beef. Our quest led us to New Zealand, where we met the farmers of Silver Fern Farms, saw the farms and mingled with the animals. There, our Angus steers and our lamb are sustain-ably raised on plentiful natural grasses, under beautiful blue skies, and treated with the kindest and gentlest care. The fowl in our other significant burgers is free to roam with no added hormones, antibiotics or steroids and the fish is caught in the wild - not artificially 'farm raised.' New Zealand's conscientious treatment of its natural resources and laid back lifestyle inspired us to use the settings of a 'bach,' or vacation home, in which to entertain you with a unique and guilt-free dining experience. ","(804) 594-5525 | Partial halal menu | Alcohol served | $$ out of $$$$ | Cash , VISA - accepted | Available to-go | null | Parking available",OPEN 24 HRS | OPEN 24 HRS | OPEN 24 HRS | OPEN 24 HRS | OPEN 24 HRS | OPEN 24 HRS | OPEN 24 HRS
Natalie's Taste of Lebanon,LEBANESE,"3601 Cox Road, Suite A, Richmond, VA",https://www.zabihah.com/img/photos/145843_logo.jpg,NR,0,https://www.zabihah.com/biz/Richmond/Natalies-Taste-of-Lebanon/SiUh2kw1bP,"Natalie's Taste of Lebanon offers you traditional Lebanese Cuisine served with legendary Lebanese hospitality. We are a locally owned restaurant with strong roots in the community, dedicated to sharing our love of Lebanese food with RVA. ",(804) 499-3030 | Full halal menu | Alcohol-free | $$ out of $$$$ | Cash - accepted | Available to-go | null | Parking available,11:00a-9:00p | CLOSE | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p | 11:00a-9:00p
Nisa Thai,THAI,"118 South Belvidere Street, Richmond, VA",https://www.zabihah.com/img/photos/146049.jpg,3,2,https://www.zabihah.com/biz/Richmond/Nisa-Thai/cHCVQZqK8y,"null","(804) 343-1333 | Partial halal menu | Alcohol served | $$ out of $$$$ | Cash , VISA , MasterCard , Debit Card - accepted | Available to-go | null | Parking available",11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p | 11:00a-10:00p
